序号,ticker,name,close,pct_change,change,volume,amount,amplitude,high,low,open,prev_close,volume_ratio,turnover,pe,pb,total_mcap,float_mcap,speed_5min,pct_5min,pct_60d,pct_ytd
28,002498,汉缆股份,5.91,10.06,0.54,722848.0,413408455.75,10.61,5.91,5.34,5.37,5.37,4.03,2.17,30.65,2.27,19661364360.0,19661364360.0,0.0,0.0,-31.36,55.94
30,600666,奥瑞德,3.5,10.06,0.32,1769087.0,605434332.0,11.95,3.5,3.12,3.16,3.18,5.58,7.07,-248.34,8.78,9629610879.0,8757432131.0,0.0,0.0,-41.57,4.17
31,002199,东晶电子,10.73,10.05,0.98,56183.0,60284541.41,0.0,10.73,10.73,10.73,9.75,7.14,2.43,-363.6,14.42,2612136555.0,2477901358.0,0.0,0.0,10.05,26.38
32,002197,证通电子,7.67,10.04,0.7,1048570.0,787000306.46,9.61,7.67,7.0,7.0,6.97,10.31,19.64,658.74,2.67,4712163658.0,4095780092.0,0.79,1.59,-0.26,-24.21
33,002762,金发拉比,7.45,10.04,0.68,38054.0,27617278.8,10.04,7.45,6.77,6.77,6.77,4.57,1.8,5563.86,4.05,2637486250.0,1574769333.0,0.0,0.0,-8.14,9.08
34,605189,富春染织,15.02,10.04,1.37,179405.0,259929015.0,11.5,15.02,13.45,13.59,13.65,2.52,7.53,12.2,1.48,3578288784.0,3578288784.0,0.0,0.0,-16.09,-3.53
36,603221,爱丽家居,12.73,10.03,1.16,1499.0,1908227.0,0.0,12.73,12.73,12.73,11.57,0.25,0.06,-52.49,1.98,3112994200.0,3084097100.0,0.0,0.0,6.26,-2.82
37,001382,新亚电缆,16.57,10.03,1.51,63987.0,103065198.24,10.56,16.57,14.98,14.99,15.06,8.83,10.16,66.31,4.24,6826840000.0,1043910000.0,0.0,0.0,-17.81,-18.89
38,600379,宝光股份,11.52,10.03,1.05,121940.0,136572154.0,9.55,11.52,10.52,10.52,10.47,2.31,3.69,103.12,4.89,3803922017.0,3803922017.0,0.0,0.0,-10.49,-0.95
39,605162,新中港,8.45,10.03,0.77,131118.0,109499594.0,3.65,8.45,8.17,8.34,7.68,3.55,2.96,77.05,2.36,3742051328.0,3742051328.0,0.0,0.0,-28.63,0.84
40,002088,鲁阳节能,7.57,10.03,0.69,57305.0,42884774.49,6.1,7.57,7.15,7.28,6.88,6.43,1.13,330.82,1.62,3857908078.0,3830152272.0,0.0,0.0,-23.46,-25.57
41,003001,中岩大地,18.54,10.03,1.69,269215.0,483482107.5,13.95,18.54,16.19,16.6,16.85,4.97,23.54,122.31,2.74,3236164305.0,2120356430.0,0.0,0.0,15.08,-7.53
42,002774,快意电梯,16.89,10.03,1.54,82562.0,135315353.5,11.01,16.89,15.2,15.54,15.35,2.03,2.93,-719.21,5.11,5686658631.0,4759064645.0,0.0,0.0,52.44,88.08
43,603618,杭电股份,28.22,10.02,2.57,319786.0,870263425.0,10.21,28.22,25.6,25.66,25.65,1.93,4.63,60.34,7.21,19510619884.0,19510619884.0,0.0,0.0,-7.66,250.12
44,002713,东易日盛,9.66,10.02,0.88,158505.0,148393278.43,8.31,9.66,8.93,9.01,8.78,3.35,3.01,-134.97,10.58,9190574077.0,5085998027.0,0.0,0.0,-25.64,7.57
45,600980,北矿科技,17.67,10.02,1.61,17714.0,31235698.0,2.43,17.67,17.28,17.28,16.06,2.42,0.94,25.11,2.23,3414966504.0,3344286504.0,0.0,0.0,-21.33,-22.64
46,001208,华菱线缆,13.61,10.02,1.24,194422.0,255500623.88,10.67,13.61,12.29,12.31,12.37,3.95,6.1,71.34,3.0,8687949380.0,4337965072.0,0.0,0.0,-31.47,-43.24
47,603399,永杉锂业,13.72,10.02,1.25,475362.0,633275278.0,9.3,13.72,12.56,12.59,12.47,3.54,9.28,13.26,4.34,7028627704.0,7028627704.0,0.0,0.0,-4.39,32.05
48,002298,中电鑫龙,7.36,10.01,0.67,274751.0,196679127.58,10.01,7.36,6.69,6.69,6.69,4.19,4.16,31.71,2.92,5447216231.0,4863171424.0,0.0,0.0,-25.35,-29.5
49,605100,华丰股份,30.56,10.01,2.78,45001.0,132980485.0,10.66,30.56,27.6,27.6,27.78,2.13,1.89,141.63,4.05,7304512320.0,7270370688.0,0.0,0.0,-12.23,-4.86
51,000533,顺钠股份,8.68,10.01,0.79,270258.0,229690883.72,10.14,8.68,7.88,7.89,7.89,4.1,3.95,88.63,6.08,5996282880.0,5944952832.0,0.0,0.0,-34.69,4.2
52,000603,盛达资源,24.83,10.01,2.26,670771.0,1604123391.21,8.73,24.83,22.86,23.44,22.57,7.42,10.06,53.94,4.91,17131938861.0,16554567194.0,0.0,0.0,-33.95,-19.49
53,600550,保变电气,11.65,10.01,1.06,548177.0,609691199.0,10.58,11.65,10.53,10.63,10.59,5.24,2.98,90.05,24.04,21453806792.0,21453806792.0,0.0,0.0,-22.44,10.43
54,002229,鸿博股份,10.33,10.01,0.94,212018.0,212853776.0,10.76,10.33,9.32,9.38,9.39,2.77,4.3,-40.43,4.79,5125658071.0,5094303164.0,0.0,0.0,-38.8,-33.14
55,002112,三变科技,14.52,10.0,1.32,162250.0,227221922.95,9.85,14.52,13.22,13.22,13.2,5.53,6.19,50.68,4.95,4270786215.0,3805395066.0,0.0,0.0,-27.44,9.58
56,603678,火炬电子,48.39,10.0,4.4,87074.0,411406859.0,8.73,48.39,44.55,44.7,43.99,1.27,1.83,145.05,3.76,23012669274.0,23012669274.0,0.0,0.0,40.79,37.32
57,600962,国投中鲁,22.11,10.0,2.01,26680.0,58492699.0,6.17,22.11,20.87,21.0,20.1,1.11,1.02,340.3,6.12,5797463100.0,5797463100.0,0.0,0.0,6.14,0.82
58,002900,哈三联,12.1,10.0,1.1,239964.0,274296706.36,12.73,12.1,10.7,11.93,11.0,4.68,14.89,-135.61,2.17,3827890055.0,1949581040.0,0.0,0.0,13.3,-2.89
59,002353,杰瑞股份,135.11,10.0,12.28,22272.0,300913479.14,0.0,135.11,135.11,135.11,122.83,0.32,0.32,58.79,6.07,138333161597.0,93366227273.0,0.0,0.0,3.69,92.66
60,603988,中电电机,17.17,9.99,1.56,45377.0,76929446.0,5.51,17.17,16.31,16.85,15.61,2.37,1.93,224.29,6.16,4038384000.0,4038384000.0,0.0,0.0,-30.68,-29.23
61,002879,长缆科技,16.41,9.99,1.49,252811.0,404279294.64,8.11,16.41,15.2,15.2,14.92,9.15,18.43,584.65,1.88,3168896372.0,2250451335.0,0.0,0.0,-22.52,-9.24
62,001258,立新能源,12.11,9.99,1.1,1033394.0,1244405936.8,4.27,12.11,11.64,12.08,11.01,4.66,11.07,445.67,3.74,11302666675.0,11302548602.0,0.0,0.0,33.37,71.05
63,601179,中国西电,13.65,9.99,1.24,1672129.0,2198261023.0,8.06,13.65,12.65,12.7,12.41,3.85,3.26,50.47,3.03,69968294105.0,69968294105.0,0.0,0.0,-20.45,50.83
64,603318,水发燃气,8.7,9.99,0.79,465945.0,395593070.0,9.1,8.7,7.98,7.98,7.91,2.8,10.15,228.99,2.57,4825656997.0,3993917039.0,0.0,0.0,-23.62,29.85
65,002412,汉森制药,7.38,9.99,0.67,319705.0,226458230.03,10.28,7.38,6.69,6.74,6.71,3.35,6.42,24.17,1.63,3713616000.0,3674096100.0,0.0,0.0,20.2,20.79
66,605299,舒华体育,12.12,9.98,1.1,91802.0,111243414.0,1.09,12.12,12.0,12.12,11.02,2.92,2.25,50.78,4.11,4940830813.0,4940830813.0,0.0,0.0,-41.53,7.35
67,000815,美利云,17.74,9.98,1.61,1199876.0,2056958617.11,9.98,17.74,16.13,16.47,16.13,11.19,17.26,138.91,8.77,12333966241.0,12333966241.0,0.0,0.0,-7.46,58.53
68,002083,孚日股份,10.47,9.98,0.95,470132.0,480291373.05,11.13,10.47,9.41,9.46,9.52,2.85,4.97,13.74,2.15,9911310456.0,9911310456.0,0.0,0.0,-5.25,-9.82
69,603619,中曼石油,23.47,9.98,2.13,124360.0,288463548.0,3.75,23.47,22.67,22.75,21.34,1.14,2.69,85.7,2.52,10851083680.0,10851083680.0,0.0,0.0,-29.86,2.44
70,600984,建设机械,3.64,9.97,0.33,460054.0,164639218.0,10.88,3.64,3.28,3.33,3.31,4.28,3.66,-4.1,2.56,4575639887.0,4575639887.0,0.0,0.0,-8.54,-11.0
71,603956,威派格,5.74,9.96,0.52,155985.0,87138107.0,9.58,5.74,5.24,5.26,5.22,3.36,2.74,-14.08,1.77,3271262082.0,3271262082.0,0.0,0.0,3.42,-11.15
72,000595,新能股份,5.52,9.96,0.5,43975.0,24274200.0,0.0,5.52,5.52,5.52,5.02,0.74,0.39,797.41,12.99,6285383140.0,6285383140.0,0.0,0.0,-17.73,-1.25
73,000011,深物业A,7.51,9.96,0.68,116072.0,86195766.12,10.25,7.51,6.81,6.83,6.83,5.35,2.2,-41.08,1.33,4475802981.0,3953831328.0,0.0,0.0,-10.81,-16.46
74,000608,阳光股份,6.42,9.93,0.58,386034.0,241102369.27,12.16,6.42,5.71,5.73,5.84,3.26,5.18,-51.27,2.34,4814443444.0,4785644929.0,0.0,0.0,67.62,144.11
75,600468,百利电气,5.54,9.92,0.5,396961.0,211803870.0,10.52,5.54,5.01,5.01,5.04,6.3,3.65,59.01,3.0,6026053678.0,6026053678.0,0.0,0.91,-28.52,-21.75
76,002379,宏桥控股,20.37,9.58,1.78,636693.0,1254101860.11,11.83,20.45,18.25,18.59,18.59,2.82,5.6,9.82,5.42,265443877775.0,23147933349.0,1.04,0.69,-24.94,-13.94
78,688679,通源环境,37.19,9.32,3.17,33577.0,116537265.0,15.05,37.79,32.67,33.34,34.02,2.73,2.55,2287.51,4.46,4897539013.0,4897539013.0,1.75,1.06,-32.42,39.81
79,600219,南山铝业,4.72,8.51,0.37,2683714.0,1225660691.0,10.11,4.76,4.32,4.35,4.35,4.44,2.34,12.31,1.1,54203071358.0,54203071358.0,0.21,0.0,-17.63,-9.92
80,300929,华骐环保,13.05,8.39,1.01,43674.0,55717708.2,13.79,13.37,11.71,11.89,12.04,1.55,3.48,-142.8,2.25,1724335076.0,1635952581.0,-0.15,0.38,2.68,21.4
81,600396,华电辽能,16.17,8.38,1.25,2623335.0,4076606655.0,10.05,16.35,14.85,15.3,14.92,3.67,17.81,37.75,15.52,23813669231.0,23813669231.0,0.94,0.75,75.76,467.37
82,301446,福事特,31.02,8.08,2.32,11598.0,35227688.5,8.78,31.43,28.91,28.98,28.7,4.57,3.73,34.51,2.68,3226080000.0,963791400.0,0.65,0.75,-20.83,-2.64
84,300265,通光线缆,13.76,7.92,1.01,330316.0,448995868.85,12.08,14.28,12.74,12.77,12.75,4.47,7.07,400.85,2.74,6434194370.0,6430050890.0,-0.51,-0.86,-25.46,2.84
85,000688,国城矿业,28.68,7.9,2.1,247975.0,700907147.23,9.97,29.24,26.59,27.33,26.58,4.43,2.09,24.06,11.94,33987741808.0,33987617910.0,0.35,0.14,-34.68,3.65
88,688377,迪威尔,20.22,7.84,1.47,24177.0,47585002.0,7.25,20.39,19.03,19.36,18.75,3.04,1.04,68.87,2.52,4722811019.0,4722811019.0,0.4,-0.74,-38.93,-33.53
89,600722,金牛化工,10.68,7.77,0.77,1079030.0,1104219971.0,9.79,10.78,9.81,9.91,9.91,4.79,15.86,139.22,5.76,7265814140.0,7265814140.0,0.09,0.38,-23.66,79.8
90,002536,飞龙股份,51.78,7.76,3.73,283469.0,1465604176.41,7.99,52.86,49.02,49.91,48.05,1.99,5.21,128.65,8.91,29762413281.0,28189087664.0,-0.31,0.19,35.91,76.12
91,002348,高乐股份,10.16,7.74,0.73,168805.0,167974711.0,9.44,10.24,9.35,9.51,9.43,2.14,1.87,-180.07,16.21,10090294272.0,9179895270.0,-0.2,-0.2,6.05,76.7
93,301115,联检科技,23.84,7.63,1.69,40735.0,96848600.84,11.74,24.6,22.0,22.03,22.15,2.22,2.63,-34.02,1.78,4375232424.0,3689638462.0,-0.17,-0.04,12.88,51.94
94,000534,万泽股份,26.22,7.59,1.85,138590.0,354166033.98,7.55,26.44,24.6,25.44,24.37,2.61,2.76,43.12,7.78,13360362090.0,13176547435.0,1.0,0.88,-40.35,19.18
95,002141,贤丰控股,5.56,7.54,0.39,1887874.0,1035820894.0,13.73,5.69,4.98,5.24,5.17,2.82,18.28,144.38,7.12,5743123037.0,5743123037.0,-0.71,-0.89,52.75,49.06
96,301638,南网数字,24.81,7.54,1.74,213230.0,532194228.82,9.41,25.92,23.75,24.0,23.07,5.43,8.52,255.49,7.15,78887122206.0,6208305664.0,-0.12,0.45,-7.97,32.32
97,603191,望变电气,13.08,7.39,0.9,115738.0,149693777.0,10.02,13.4,12.18,12.18,12.18,5.48,3.51,87.82,1.74,4315937478.0,4315937478.0,-0.15,0.31,-35.34,-11.38
99,688353,华盛锂电,95.97,7.35,6.57,56091.0,530627617.0,11.64,98.6,88.19,89.4,89.4,2.21,3.52,39.44,4.34,15307215000.0,15307215000.0,0.65,-0.4,-19.97,-15.59
100,000636,风华高科,44.31,7.29,3.01,775510.0,3463675480.97,5.88,45.43,43.0,44.0,41.3,2.45,6.7,144.73,4.15,51267255379.0,51267250948.0,-0.78,-0.45,95.8,173.86
101,003013,地铁设计,14.85,7.22,1.0,49677.0,71941424.38,9.31,14.99,13.7,13.8,13.85,1.87,1.23,24.33,2.12,6842253345.0,5976774481.0,-0.74,-0.74,13.88,7.14
102,605117,德业股份,86.23,7.17,5.77,125628.0,1071074275.0,8.7,87.5,80.5,80.5,80.46,3.41,0.99,23.11,11.03,109790712234.0,109790712234.0,-0.3,-0.25,-16.76,43.03
103,001337,四川黄金,39.21,7.13,2.61,145449.0,555370898.95,8.33,39.66,36.61,37.18,36.6,3.64,3.46,15.51,8.7,16468200000.0,16468200000.0,0.9,0.64,-16.34,43.31
104,688057,金达莱,16.46,7.09,1.09,48376.0,78151222.0,9.95,16.76,15.23,15.23,15.37,1.8,1.75,84.21,1.45,4542960000.0,4542960000.0,0.43,0.86,35.36,36.94
106,300593,新雷能,24.87,6.97,1.62,151113.0,371198875.12,9.63,25.28,23.04,23.25,23.25,2.18,3.36,-78.31,5.88,13491936924.0,11198053270.0,-0.44,0.4,-15.69,-16.43
107,603459,红板科技,89.65,6.96,5.83,186152.0,1666793162.0,10.38,92.2,83.5,84.83,83.82,3.6,23.55,136.46,16.58,67574009164.0,7086999070.0,-0.93,-0.24,49.17,406.5
108,603311,金海高科,25.66,6.83,1.64,61123.0,156904501.0,9.99,26.42,24.02,24.35,24.02,2.9,2.59,42.77,4.58,6052781054.0,6052781054.0,0.0,0.23,35.62,67.93
109,300467,迅游科技,30.99,6.83,1.98,26278.0,80072843.28,9.51,31.25,28.49,29.0,29.01,2.08,1.54,259.11,9.69,6297319758.0,5275174481.0,0.29,0.55,-1.18,7.98
110,603682,锦和商管,7.99,6.82,0.51,93704.0,73824904.0,10.16,8.14,7.38,7.48,7.48,2.17,1.98,103.57,5.81,3775275000.0,3775275000.0,-0.37,-0.25,8.71,25.43
111,603058,永吉股份,8.59,6.71,0.54,45648.0,38160436.0,7.7,8.63,8.01,8.1,8.05,2.46,1.1,-66.0,3.01,3562217732.0,3561960032.0,0.12,0.59,-24.78,-8.32
112,002240,盛新锂能,29.49,6.65,1.84,455811.0,1333786844.61,8.79,30.23,27.8,27.99,27.65,3.24,4.99,14.54,2.51,26992016285.0,26921678212.0,0.34,0.07,-42.1,-14.35
113,300164,通源石油,12.92,6.6,0.8,1219208.0,1541835191.21,6.52,13.06,12.27,12.4,12.12,2.15,20.91,-147.33,5.52,7602885487.0,7535083252.0,0.54,0.16,-0.77,134.06
114,301292,海科新源,55.66,6.55,3.42,86903.0,480782769.18,13.55,59.18,52.1,52.51,52.24,3.2,10.2,15.4,4.34,12400813003.0,4741628479.0,0.05,-0.23,-34.01,-13.58
115,688690,纳微科技,36.7,6.53,2.25,91219.0,330373720.0,8.48,37.33,34.41,34.71,34.45,2.53,2.26,54.38,7.4,14820001876.0,14820001876.0,0.27,0.33,11.82,42.75
116,603629,利通电子,126.0,6.47,7.66,412672.0,5249056383.0,6.32,130.17,122.69,125.34,118.34,4.79,11.44,42.58,21.51,46207728000.0,45451148400.0,0.0,0.91,61.52,570.21
117,301013,利和兴,40.0,6.47,2.43,213258.0,871145689.95,12.43,42.5,37.83,37.83,37.57,3.16,11.27,725.02,13.97,9349722240.0,7569665520.0,-0.15,0.96,62.4,42.81
118,600844,金煤科技,2.97,6.45,0.18,613115.0,176963838.0,8.96,2.98,2.73,2.74,2.79,2.13,7.45,73.95,38.11,3019076993.0,2443509983.0,0.34,0.34,-15.86,3.13
120,301323,新莱福,73.28,6.39,4.4,17437.0,126935762.5,6.95,74.8,70.01,71.2,68.88,2.63,2.54,47.93,3.51,7810504099.0,5024271945.0,-0.52,0.25,7.46,35.25
121,601965,中国汽研,14.16,6.39,0.85,103599.0,144278368.0,4.36,14.24,13.66,13.85,13.31,3.27,1.04,16.55,1.77,14197501160.0,14137425094.0,0.35,1.22,-12.7,-13.45
122,000035,中国天楹,4.67,6.38,0.28,484548.0,220987542.79,7.06,4.67,4.36,4.38,4.39,5.06,2.09,25.18,1.04,11152113031.0,10801830243.0,0.65,0.65,-31.82,-15.4
123,603091,众鑫股份,46.2,6.35,2.76,8097.0,36744513.0,7.0,46.5,43.46,44.31,43.44,3.0,1.84,17.62,3.03,6612805122.0,2033643935.0,0.76,0.61,-20.0,-17.34
124,605028,世茂能源,25.91,6.32,1.54,79943.0,207890130.0,8.45,26.81,24.75,25.82,24.37,5.5,5.0,345.68,3.24,4145600000.0,4145600000.0,-0.27,-0.58,-11.78,-10.47
129,600089,特变电工,21.01,6.22,1.23,1415197.0,2917181613.0,7.89,21.34,19.78,19.92,19.78,4.4,2.8,14.63,1.51,106159171917.0,106159171917.0,0.19,-0.14,-21.02,-3.89
131,002953,日丰股份,10.47,6.19,0.61,278913.0,290267267.31,6.59,10.8,10.15,10.6,9.86,12.08,9.92,28.74,2.36,5146838915.0,2945093401.0,0.1,0.48,-11.27,-8.0
132,000155,川能动力,11.86,6.18,0.69,525315.0,608523593.01,7.43,11.99,11.16,11.26,11.17,5.03,2.85,20.52,2.04,21895556536.0,21895556536.0,0.34,0.25,-32.8,1.8
133,600744,华银电力,8.43,6.17,0.49,2385786.0,1916226195.0,14.86,8.62,7.44,7.73,7.94,4.14,11.75,30.92,13.28,17122377630.0,17122377630.0,0.6,0.48,5.24,43.37
134,300334,津膜科技,7.6,6.15,0.44,134518.0,102633402.0,11.31,7.95,7.14,7.23,7.16,2.41,4.45,254.55,4.19,2295696706.0,2295426184.0,0.0,-0.13,1.2,9.2
135,300825,阿尔特,9.33,6.14,0.54,231288.0,215040468.45,10.35,9.67,8.76,8.76,8.79,2.72,4.77,77.14,2.27,4617234888.0,4520272107.0,-0.11,0.43,6.39,-3.62
136,300919,中伟新材,40.54,6.13,2.34,138758.0,554385523.43,7.15,40.9,38.17,38.45,38.2,3.1,1.52,19.06,1.81,42342660234.0,37082255996.0,0.05,-0.17,-33.55,-11.79
137,601061,中信金属,11.25,6.13,0.65,142971.0,158151507.0,8.11,11.4,10.54,10.54,10.6,2.93,0.29,10.01,2.32,55125000000.0,55125000000.0,0.0,0.09,-19.24,-20.66
138,300689,澄天伟业,56.99,6.13,3.29,49546.0,275901575.73,6.98,57.35,53.6,54.0,53.7,3.22,4.9,-528.27,9.59,6588044000.0,5766372096.0,-0.19,0.09,12.43,26.9
139,600676,交运股份,6.42,6.12,0.37,106826.0,69023817.0,4.79,6.61,6.32,6.36,6.05,3.19,1.04,-26.75,1.38,6602924700.0,6602924700.0,-0.16,0.0,-19.45,9.18
140,600929,雪天盐业,5.72,6.12,0.33,258884.0,143706635.0,8.35,5.75,5.3,5.4,5.39,2.6,1.58,157.75,1.24,9381447824.0,9381447824.0,0.18,0.35,-17.46,1.42
141,300651,金陵体育,16.85,6.11,0.97,134464.0,231516964.0,9.63,18.19,16.66,16.99,15.88,7.08,13.01,1085.74,2.2,2379383243.0,1741906915.0,-0.47,-0.41,-41.27,-16.5
142,688500,慧辰股份,30.77,6.1,1.77,20328.0,61137376.0,6.66,30.87,28.94,29.4,29.0,2.14,2.71,-21.21,3.17,2337974694.0,2305209567.0,1.28,1.35,-37.84,-50.18
143,001203,大中矿业,27.26,6.07,1.56,142588.0,383004693.8,7.94,27.66,25.62,25.74,25.7,2.06,1.09,66.3,5.94,41791772658.0,35600432036.0,0.33,0.26,-42.26,-10.48
145,600726,华电能源,7.0,6.06,0.4,2758314.0,1869890798.0,9.39,7.09,6.47,6.68,6.6,4.38,3.69,23.0,11.11,55351353470.0,52327353456.0,0.43,0.14,20.69,192.89
146,600727,鲁北化工,7.19,6.05,0.41,186441.0,131341375.0,6.49,7.19,6.75,6.75,6.78,4.84,3.53,16.8,1.18,3800512741.0,3800512741.0,0.42,0.84,-9.79,5.89
149,002539,云图控股,10.98,5.98,0.62,178717.0,191009240.21,7.43,11.06,10.29,10.36,10.36,2.46,2.01,10.92,1.4,13260806907.0,9769934003.0,0.0,1.01,-24.22,-5.51
150,002350,北京科锐,14.5,5.92,0.81,114831.0,164111997.36,6.21,14.58,13.73,13.89,13.69,1.45,2.16,-82.29,4.43,7863804590.0,7692976030.0,-0.14,-0.07,4.92,78.79
151,002532,天山铝业,13.08,5.91,0.73,941587.0,1201982512.95,8.83,13.27,12.18,12.37,12.35,2.56,2.29,6.82,2.01,60543885388.0,53717695472.0,-0.15,-0.46,-26.23,-17.37
152,600595,中孚实业,6.64,5.9,0.37,843101.0,544245928.0,7.18,6.65,6.2,6.28,6.27,2.44,2.1,8.1,1.54,26612489957.0,26612489957.0,0.3,0.45,-20.0,-13.54
153,300141,和顺电气,8.68,5.85,0.48,64140.0,55144331.32,8.78,8.88,8.16,8.2,8.2,4.09,2.52,-83.76,3.61,2238091128.0,2210090837.0,0.23,0.23,-33.54,-30.95
154,600172,黄河旋风,11.98,5.83,0.66,1404421.0,1688975218.0,9.28,12.45,11.4,11.56,11.32,3.16,11.0,-44.75,37.27,17277370022.0,15289543885.0,0.17,0.67,44.34,109.81
157,600815,厦工股份,2.55,5.81,0.14,253739.0,63171221.0,7.05,2.57,2.4,2.41,2.41,2.23,1.43,-154.55,3.11,4523940924.0,4523940924.0,1.19,0.79,-34.28,-26.09
158,688309,恒誉环保,61.74,5.79,3.38,9429.0,57250831.0,6.39,62.28,58.55,59.11,58.36,1.29,1.19,28.83,6.13,4902234348.0,4902234348.0,0.15,0.44,-8.98,157.68
159,002545,东方铁塔,19.17,5.74,1.04,301292.0,561144491.03,9.6,19.5,17.76,18.7,18.13,4.58,2.67,14.84,2.42,23848670131.0,21665238282.0,-0.21,-0.83,-14.23,5.62
160,600173,卧龙新能,5.9,5.73,0.32,102551.0,59808707.0,8.42,5.99,5.52,5.52,5.58,6.42,1.46,86.66,1.16,4132986840.0,4132455840.0,0.34,0.68,-20.59,-17.25
161,000779,甘咨询,9.43,5.72,0.51,761079.0,662372553.23,16.26,9.48,8.03,8.03,8.92,7.59,16.38,18.81,1.1,4383341732.0,4382809437.0,0.11,-0.32,13.34,15.42
162,601702,华峰铝业,14.99,5.71,0.81,107378.0,157677627.0,7.55,15.12,14.05,14.1,14.18,2.96,1.08,15.41,2.35,14967973694.0,14967973694.0,0.0,-0.33,-22.01,-25.68
163,300835,龙磁科技,143.61,5.7,7.75,33500.0,484977817.05,11.84,150.68,134.6,138.04,135.86,2.16,4.01,155.19,13.71,17125139219.0,12002266497.0,-0.79,-0.19,50.53,119.62
164,300438,鹏辉能源,58.18,5.69,3.13,160040.0,918431453.08,8.25,59.15,54.61,54.83,55.05,1.72,3.96,22.63,5.17,29284516685.0,23514275367.0,-0.1,0.24,-15.97,9.44
165,300390,天华新能,59.06,5.69,3.18,324149.0,1900356762.52,7.7,60.55,56.25,56.43,55.88,2.71,4.82,12.66,3.98,49064141539.0,39704123334.0,0.19,-0.02,-35.1,8.15
166,301012,扬电科技,27.97,5.67,1.5,244584.0,663491807.97,13.03,29.0,25.55,26.0,26.47,5.39,12.42,67.01,4.65,5508975731.0,5508975731.0,-0.71,0.79,-18.0,5.91
168,002972,科安达,13.72,5.62,0.73,57042.0,77493236.8,8.62,14.03,12.91,12.92,12.99,1.73,4.24,22.62,2.75,3375240736.0,1847347442.0,-0.15,0.37,7.02,16.27
169,300423,昇辉科技,5.3,5.58,0.28,103715.0,54039507.0,7.17,5.37,5.01,5.02,5.02,3.44,3.11,-27.88,2.29,2636809837.0,1765904869.0,0.57,0.95,-30.99,-36.75
170,000626,远大控股,6.48,5.54,0.34,100752.0,65411973.77,7.98,6.65,6.16,6.16,6.14,2.7,2.0,14.06,1.49,3282942079.0,3264050656.0,0.0,0.15,-24.12,-18.28
171,300209,行云科技,30.29,5.54,1.59,772716.0,2341548244.64,10.98,31.88,28.73,29.61,28.7,2.72,10.52,-319.11,31.33,28128388257.0,22249817432.0,-1.01,0.03,129.82,455.78
172,002560,通达股份,5.72,5.54,0.3,278462.0,157534675.2,6.64,5.78,5.42,5.44,5.42,2.8,4.4,36.37,1.56,4205753981.0,3622751018.0,-0.17,0.18,-43.48,-19.89
173,300097,智云股份,7.65,5.52,0.4,82092.0,63494344.3,11.31,8.07,7.25,7.38,7.25,2.52,3.04,-32.86,11.15,2207404968.0,2065564627.0,-0.39,0.13,-27.14,5.66
174,603400,华之杰,35.71,5.49,1.86,25742.0,93837940.0,10.01,37.24,33.85,33.86,33.85,5.22,7.11,37.22,3.87,4636231978.0,1293775978.0,-1.49,-4.11,-28.78,-9.96
176,601168,西部矿业,38.5,5.48,2.0,646901.0,2422589465.0,6.88,38.7,36.19,36.95,36.5,3.0,2.71,14.46,4.63,91745500000.0,91745500000.0,0.13,0.5,32.67,39.8
177,688758,赛分科技,27.39,5.47,1.42,102871.0,282497199.0,11.17,28.59,25.69,25.71,25.97,2.45,3.45,80.36,8.4,11406951261.0,8167250776.0,0.26,0.33,36.34,55.1
178,605298,必得科技,44.85,5.45,2.32,12150.0,54259305.0,8.11,45.98,42.53,42.57,42.53,3.24,0.65,272.63,8.16,8425072500.0,8353357350.0,0.2,-0.18,-28.0,12.77
179,603680,今创集团,9.3,5.44,0.48,44023.0,40106216.0,5.78,9.36,8.85,8.85,8.82,2.22,0.56,9.65,1.27,7288584533.0,7288584533.0,-0.11,-0.21,-33.0,-39.06
180,301439,泓淋电力,14.4,5.42,0.74,107306.0,152680502.66,7.17,14.71,13.73,13.95,13.66,4.89,5.86,25.39,1.89,5603066050.0,2638755706.0,-0.21,-0.41,-6.8,-2.11
181,688011,新光光电,62.2,5.42,3.2,15212.0,94224776.0,9.29,63.48,58.0,58.58,59.0,2.59,1.53,-100.44,5.9,6188900000.0,6167908931.0,-0.1,0.06,-7.16,-2.57
182,002575,群兴玩具,5.09,5.38,0.26,740729.0,374167353.47,9.52,5.29,4.83,4.93,4.83,12.83,12.68,-881.09,3.72,3137985000.0,2974216795.0,-0.2,-0.39,-17.5,-17.64
183,000426,兴业银锡,33.42,5.33,1.69,661962.0,2168068080.14,5.64,33.72,31.93,32.3,31.73,3.51,3.73,11.09,5.48,59341746397.0,59327366607.0,0.66,0.0,-17.56,-6.12
184,002520,日发精机,5.35,5.31,0.27,221788.0,115909762.15,5.51,5.38,5.1,5.16,5.08,1.81,3.09,29.67,13.56,4013811665.0,3838304915.0,0.75,0.38,0.56,-15.08
185,002339,积成电子,6.74,5.31,0.34,232114.0,155603712.51,10.0,7.04,6.4,6.43,6.4,5.63,4.85,-11.58,1.96,3397581927.0,3226576028.0,0.45,0.6,-33.6,-23.41
186,600282,南钢股份,4.96,5.31,0.25,363048.0,175834252.0,5.73,4.96,4.69,4.71,4.71,2.84,0.59,12.8,1.12,30578851415.0,30578851415.0,0.4,0.61,-2.94,-3.13
