ticker,main_net_inflow,main_net_pct,super_large_net_inflow,super_large_net_pct,large_net_inflow,large_net_pct,medium_net_inflow,medium_net_pct,small_net_inflow,small_net_pct
300964,2650956.0,2.62,2601374.0,2.57,49582.0,0.05,3182476.0,3.14,-5833431.0,-5.76
600831,2649131.0,17.92,1453488.0,9.83,1195643.0,8.09,-3461004.0,-23.41,811873.0,5.49
603590,2644519.0,3.96,1315350.0,1.97,1329169.0,1.99,-3387756.0,-5.07,743237.0,1.11
002663,2643012.0,7.56,2005207.0,5.73,637805.0,1.82,-1334878.0,-3.82,-1308134.0,-3.74
002977,2637383.0,13.62,1711037.0,8.83,926346.0,4.78,-899984.0,-4.65,-1737399.0,-8.97
688023,2626882.0,3.89,3870034.0,5.73,-1243152.0,-1.84,4497305.0,6.65,-7124188.0,-10.54
300547,2622782.0,3.24,134500.0,0.17,2488282.0,3.07,-2190249.0,-2.7,-432533.0,-0.53
000545,2622566.0,7.3,-1032475.0,-2.87,3655041.0,10.17,-1382782.0,-3.85,-1239784.0,-3.45
300801,2614735.0,6.77,0.0,0.0,2614735.0,6.77,1082491.0,2.8,-3697226.0,-9.57
300614,2613313.0,19.15,0.0,0.0,2613313.0,19.15,-793943.0,-5.82,-1819370.0,-13.33
605588,2609063.0,6.33,294757.0,0.71,2314306.0,5.61,-34415.0,-0.08,-2574648.0,-6.25
688379,2591427.0,3.09,-356005.0,-0.42,2947432.0,3.52,832202.0,0.99,-3423629.0,-4.08
688261,2574626.0,0.94,-5838254.0,-2.12,8412880.0,3.06,-4044152.0,-1.47,1469526.0,0.53
600733,2571319.0,2.16,4994490.0,4.19,-2423171.0,-2.03,-7880672.0,-6.62,5309354.0,4.46
300709,2567958.0,2.74,4675778.0,4.99,-2107820.0,-2.25,-1697156.0,-1.81,-870802.0,-0.93
003018,2563860.0,1.18,-9167539.0,-4.21,11731399.0,5.38,-296410.0,-0.14,-2267450.0,-1.04
605016,2561810.0,7.22,0.0,0.0,2561810.0,7.22,-3471863.0,-9.79,892053.0,2.52
603488,2557728.0,5.35,0.0,0.0,2557728.0,5.35,3315139.0,6.93,-5872867.0,-12.28
