序号,ticker,name,close,pct_change,change,volume,amount,amplitude,high,low,open,prev_close,volume_ratio,turnover,pe,pb,total_mcap,float_mcap,speed_5min,pct_5min,pct_60d,pct_ytd,main_net_inflow,main_net_pct,super_large_net_inflow,super_large_net_pct,large_net_inflow,large_net_pct,medium_net_inflow,medium_net_pct,small_net_inflow,small_net_pct
2415,002397,梦洁股份,3.21,0.63,0.02,66257.0,21274866.0,3.13,3.26,3.16,3.17,3.19,1.28,1.02,37.9,1.96,2400378432.0,2079592395.0,0.0,0.0,-25.87,-20.35,1161222.0,5.46,0.0,0.0,1161222.0,5.46,-2201903.0,-10.35,1040681.0,4.89
2416,000936,华西股份,4.78,0.63,0.03,44202.0,21076051.51,1.68,4.8,4.72,4.75,4.75,1.12,0.5,165.57,0.83,4235141600.0,4234541471.0,0.21,0.42,-40.91,-41.78,-1455265.0,-6.9,0.0,0.0,-1455265.0,-6.9,-915356.0,-4.34,2370621.0,11.25
2418,603316,诚邦股份,12.91,0.62,0.08,51351.0,66883451.0,3.35,13.23,12.8,12.95,12.83,1.14,1.94,37.09,5.81,3485687090.0,3411648240.0,-0.31,0.16,-14.28,-10.97,3101712.0,4.57,0.0,0.0,3101712.0,4.57,191665.0,0.28,-3298533.0,-4.86
2419,002054,德美化工,6.53,0.62,0.04,44373.0,29009109.2,2.31,6.6,6.45,6.49,6.49,1.4,1.16,16.7,1.22,3148213902.0,2507600502.0,0.0,0.15,-18.68,-10.67,1667123.0,5.75,344134.0,1.19,1322989.0,4.56,-2396695.0,-8.26,729572.0,2.51
2420,000055,方大集团,3.23,0.62,0.02,39818.0,12856974.5,2.18,3.26,3.19,3.2,3.21,1.11,0.59,30.75,0.62,3468613753.0,2183009806.0,0.0,-0.31,-6.1,-21.22,627514.0,4.88,0.0,0.0,627514.0,4.88,-1048624.0,-8.16,421110.0,3.28
2421,002060,广东建工,3.23,0.62,0.02,64309.0,20698552.0,1.25,3.24,3.2,3.21,3.21,1.08,0.41,27.1,0.87,12126690172.0,5047891352.0,0.31,0.31,-12.47,-6.65,939624.0,4.49,0.0,0.0,939624.0,4.49,-2564220.0,-12.26,1624596.0,7.77
2422,600626,申达股份,3.23,0.62,0.02,33538.0,10799326.0,1.56,3.24,3.19,3.2,3.21,0.97,0.3,-89.52,1.34,4266005274.0,3578771233.0,-0.31,-0.31,-16.32,-32.99,348670.0,3.23,391799.0,3.62,-43129.0,-0.4,-619046.0,-5.73,270376.0,2.5
2423,601006,大秦铁路,4.86,0.62,0.03,429212.0,208154873.0,1.45,4.87,4.8,4.83,4.83,1.1,0.22,10.12,0.59,96533658901.0,96533658901.0,-0.21,0.21,-5.81,-3.19,10295516.0,4.89,22298954.0,10.59,-12003438.0,-5.7,-7065597.0,-3.36,-3229433.0,-1.53
2424,002749,国光股份,8.15,0.62,0.05,12166.0,9869435.13,1.6,8.17,8.04,8.08,8.1,0.93,0.22,18.86,2.56,4535243116.0,4436201056.0,0.12,0.12,-21.79,-25.5,-274198.0,-2.78,0.0,0.0,-274198.0,-2.78,94958.0,0.96,179239.0,1.82
2425,300729,乐歌股份,9.73,0.62,0.06,7918.0,7677252.0,1.34,9.76,9.63,9.66,9.67,0.94,0.24,1030.33,0.93,3323898431.0,3200370175.0,0.1,0.1,-23.45,-26.9,-250734.0,-3.26,0.0,0.0,-250734.0,-3.26,-919378.0,-11.96,1170112.0,15.23
2426,688080,映翰通,32.5,0.62,0.2,3842.0,12508011.0,2.41,32.9,32.12,32.3,32.3,0.95,0.52,64.4,2.05,2393824290.0,2393824290.0,0.25,0.43,-29.02,-35.5,-1448746.0,-11.49,3723.0,0.03,-1452469.0,-11.52,1137009.0,9.02,311737.0,2.47
2427,002982,湘佳股份,11.36,0.62,0.07,17901.0,20245022.16,2.48,11.46,11.18,11.34,11.29,1.38,1.38,36.86,1.44,2308284806.0,1477836577.0,0.44,0.35,-18.33,-16.72,-982786.0,-4.84,0.0,0.0,-982786.0,-4.84,15571.0,0.08,967215.0,4.77
2428,301222,浙江恒威,24.29,0.62,0.15,7531.0,18441048.6,4.27,24.87,23.84,23.84,24.14,0.81,0.71,33.05,2.4,3408815850.0,2589317595.0,-0.45,-0.37,-20.2,21.39,1076301.0,5.74,-1029142.0,-5.49,2105443.0,11.23,-823587.0,-4.39,-252714.0,-1.35
2429,300246,宝莱特,16.16,0.62,0.1,45161.0,72769569.11,3.05,16.3,15.81,15.95,16.06,1.08,2.14,-146.06,3.97,4276041589.0,3417678287.0,-0.37,-0.19,-4.09,99.51,417899.0,0.57,3505885.0,4.8,-3087986.0,-4.23,5508579.0,7.55,-5926477.0,-8.12
2430,600235,民丰特纸,4.94,0.61,0.03,34057.0,16905326.0,2.65,5.02,4.89,4.98,4.91,1.79,0.97,-354.86,1.15,1735422000.0,1735422000.0,-0.2,-0.2,-24.46,-27.25,1454109.0,8.44,0.0,0.0,1454109.0,8.44,-1296797.0,-7.53,-157312.0,-0.91
2433,600335,国机汽车,4.94,0.61,0.03,44957.0,22143086.0,1.83,4.97,4.88,4.91,4.91,1.19,0.3,14.58,0.64,7348037046.0,7348037046.0,0.2,0.2,-17.25,-23.17,-937205.0,-4.22,0.0,0.0,-937205.0,-4.22,-2504389.0,-11.27,3441595.0,15.49
2434,002381,双箭股份,4.95,0.61,0.03,13880.0,6870865.0,1.83,4.99,4.9,4.9,4.92,0.85,0.43,29.65,0.94,2037310704.0,1594031175.0,0.0,-0.2,-22.78,-23.73,-340196.0,-4.95,0.0,0.0,-340196.0,-4.95,448897.0,6.53,-108701.0,-1.58
2435,603081,大丰实业,8.2,0.61,0.05,12997.0,10677795.0,1.47,8.28,8.16,8.19,8.15,0.84,0.31,228.29,1.09,3464493022.0,3464493022.0,0.12,0.12,-29.43,-41.3,-299956.0,-2.78,0.0,0.0,-299956.0,-2.78,518172.0,4.81,-218216.0,-2.02
2436,601288,农业银行,6.56,0.61,0.04,1168062.0,762987310.0,1.53,6.58,6.48,6.52,6.52,0.87,0.04,7.63,0.83,2295888702207.0,2094242022697.0,0.31,0.31,-5.07,-13.11,-58380540.0,-7.63,-36629283.0,-4.79,-21751257.0,-2.84,-2456804.0,-0.32,60837999.0,7.96
2438,300448,浩云科技,4.91,0.61,0.03,72196.0,35655336.0,3.48,5.02,4.85,4.88,4.88,1.31,1.12,607.81,2.76,3321698858.0,3155004716.0,0.0,0.41,-36.23,-37.13,,,,,,,,,,
2439,002742,冀衡医药,3.3,0.61,0.02,29533.0,9735811.08,2.74,3.34,3.25,3.28,3.28,0.96,0.56,-69.91,14.08,2257536735.0,1729068406.0,0.61,0.61,-30.96,-26.99,546946.0,5.62,0.0,0.0,546946.0,5.62,-912677.0,-9.37,365731.0,3.76
2440,603626,科森科技,13.15,0.61,0.08,78900.0,104323569.0,4.74,13.44,12.82,13.15,13.07,1.04,1.42,4.73,3.2,7296667924.0,7296667924.0,0.08,0.46,-40.63,-37.2,-1136708.0,-1.09,-4453195.0,-4.26,3316487.0,3.17,-3307394.0,-3.16,4438842.0,4.24
2441,300883,龙利得,4.96,0.61,0.03,70020.0,34855888.0,2.23,5.03,4.92,4.93,4.93,2.05,2.12,-126.75,1.22,1716160000.0,1640145892.0,0.0,-0.2,-25.97,-26.52,-4465743.0,-12.65,-9080308.0,-25.72,4614565.0,13.07,1433177.0,4.06,3032566.0,8.59
2442,300511,雪榕生物,4.95,0.61,0.03,86636.0,42693359.0,2.64,5.0,4.87,4.88,4.92,1.39,1.59,4.58,1.78,3172192729.0,2702715177.0,0.0,0.2,-35.12,-20.67,-2378155.0,-5.54,2954367.0,6.89,-5332522.0,-12.43,-1061486.0,-2.47,3439641.0,8.02
2443,688313,仕佳光子,117.01,0.61,0.71,88995.0,1061008258.0,5.4,122.58,116.3,119.7,116.3,1.3,1.97,113.81,34.73,52886920239.0,52886920239.0,-0.37,0.14,-18.29,32.24,-61592710.0,-5.76,-50492294.0,-4.72,-11100416.0,-1.04,93242320.0,8.72,-31626215.0,-2.96
2444,001338,永顺泰,8.28,0.61,0.05,17636.0,14543498.0,1.7,8.31,8.17,8.21,8.23,0.99,0.35,31.28,1.15,4154331306.0,4154331306.0,0.24,0.24,-32.79,-30.24,-867959.0,-5.97,0.0,0.0,-867959.0,-5.97,-1166586.0,-8.02,2034545.0,13.98
2445,688301,奕瑞科技,89.46,0.61,0.54,26403.0,237953196.0,3.92,91.8,88.31,89.93,88.92,1.0,0.84,39.21,3.77,28037604477.0,28037604477.0,0.28,0.61,10.01,25.08,4238433.0,1.77,1948241.0,0.81,2290192.0,0.96,270548.0,0.11,-4508981.0,-1.89
2446,301192,泰祥股份,16.66,0.6,0.1,5964.0,10001117.0,6.94,17.33,16.18,16.18,16.56,1.38,1.21,43.94,2.6,1686691720.0,819851095.0,-0.06,0.6,-35.85,-43.6,623573.0,6.18,0.0,0.0,623573.0,6.18,-243308.0,-2.41,-380265.0,-3.77
2447,002997,瑞鹄模具,25.36,0.6,0.15,8309.0,20982034.0,1.75,25.45,25.01,25.22,25.21,0.76,0.4,12.43,2.11,5308388802.0,5308388802.0,0.2,0.32,-13.59,-31.64,-918063.0,-4.37,-1042038.0,-4.96,123975.0,0.59,297439.0,1.42,620624.0,2.96
2449,000928,中钢国际,5.03,0.6,0.03,66383.0,33236059.0,1.8,5.05,4.96,4.99,5.0,1.22,0.46,9.77,0.87,7216262444.0,7216174167.0,-0.2,0.0,-22.73,-21.41,-757245.0,-2.28,1973866.0,5.94,-2731111.0,-8.21,-3906814.0,-11.75,4664059.0,14.03
2450,002236,大华股份,16.71,0.6,0.1,195004.0,327016142.56,3.19,17.02,16.49,16.56,16.61,1.82,0.82,19.57,1.47,54629369257.0,39955731585.0,-0.24,-0.12,-6.12,-10.02,23161868.0,7.08,8733935.0,2.67,14427933.0,4.41,-12948194.0,-3.96,-10213675.0,-3.12
2451,300514,友讯达,8.35,0.6,0.05,18587.0,15622531.0,3.01,8.5,8.25,8.3,8.3,1.71,1.16,-12.95,1.67,1670000000.0,1338157014.0,0.0,-0.24,-29.89,-36.31,1169701.0,7.25,0.0,0.0,1169701.0,7.25,-876498.0,-5.43,-293203.0,-1.82
2452,300466,赛摩智能,6.7,0.6,0.04,19911.0,13379661.2,2.25,6.76,6.61,6.61,6.66,1.03,0.44,172.49,5.18,3588050384.0,3007443485.0,-0.3,0.3,-26.37,-33.33,-189071.0,-1.41,0.0,0.0,-189071.0,-1.41,-1126809.0,-8.42,1315880.0,9.83
2453,300615,欣天科技,8.45,0.6,0.05,18920.0,16085276.0,4.4,8.66,8.29,8.39,8.4,1.24,1.24,-12.12,3.53,1630758740.0,1293587372.0,-0.12,0.24,-37.73,-36.13,525902.0,3.25,1140944.0,7.06,-615042.0,-3.81,-7296.0,-0.05,-518606.0,-3.21
2454,002638,勤上股份,3.36,0.6,0.02,104841.0,35158959.0,3.29,3.41,3.3,3.35,3.34,1.19,0.78,-51.65,2.55,4826957013.0,4545004830.0,0.6,0.9,-25.0,8.74,-14302.0,-0.04,-1199202.0,-3.41,1184900.0,3.37,1127509.0,3.21,-1113207.0,-3.16
2455,001279,强邦新材,23.5,0.6,0.14,2318.0,5448101.32,1.46,23.64,23.3,23.37,23.36,0.74,0.58,145.34,3.77,3760000000.0,940000000.0,-0.04,-0.09,-24.63,-31.13,-477659.0,-8.77,0.0,0.0,-477659.0,-8.77,682245.0,12.52,-204586.0,-3.76
2456,000532,华金资本,10.06,0.6,0.06,11903.0,11955222.36,1.4,10.1,9.96,9.96,10.0,0.78,0.35,-160.85,2.18,3467765900.0,3456110445.0,0.1,0.1,-26.19,-37.2,-1625183.0,-13.59,0.0,0.0,-1625183.0,-13.59,2141077.0,17.91,-515894.0,-4.31
2457,603066,音飞储存,8.43,0.6,0.05,19993.0,16889604.0,2.15,8.53,8.35,8.4,8.38,0.91,0.68,4.97,1.64,2479938024.0,2479938024.0,-0.12,0.0,-23.99,-21.36,183708.0,1.07,0.0,0.0,183708.0,1.07,32824.0,0.19,-216532.0,-1.27
2458,600941,中国移动,94.65,0.6,0.56,42749.0,404148757.0,1.39,95.1,93.79,93.79,94.09,0.91,0.47,17.49,1.44,2052361856972.0,85446978612.0,0.07,0.01,1.51,-4.25,-13508670.0,-3.31,639830.0,0.16,-14148500.0,-3.47,4766166.0,1.17,8733039.0,2.14
2459,605077,华康股份,10.12,0.6,0.06,19395.0,19591517.0,1.89,10.17,9.98,10.07,10.06,1.36,0.65,34.58,1.03,3066867174.0,3030227714.0,0.2,0.0,-39.36,-30.11,-1486077.0,-7.54,-1015000.0,-5.15,-471077.0,-2.39,556362.0,2.82,929715.0,4.72
2460,000897,津滨发展,1.69,0.6,0.01,98115.0,16520584.4,2.38,1.7,1.66,1.67,1.68,1.19,0.61,-426.17,0.91,2733190075.0,2733136671.0,0.0,-0.59,-18.75,-25.88,2786911.0,16.87,3360000.0,20.34,-573089.0,-3.47,-2269730.0,-13.74,-517181.0,-3.13
2461,301283,聚胶股份,23.35,0.6,0.14,4928.0,11497025.4,1.55,23.46,23.1,23.1,23.21,1.02,0.54,17.07,1.7,2713801353.0,2133284067.0,0.13,0.17,-28.15,-27.1,-1394912.0,-11.97,0.0,0.0,-1394912.0,-11.97,411964.0,3.53,982949.0,8.43
2462,002039,黔源电力,20.0,0.6,0.12,57396.0,113683343.32,2.46,20.04,19.55,19.66,19.88,1.49,1.34,23.96,1.96,8551162520.0,8551138520.0,0.2,0.3,-1.77,12.49,3627065.0,3.19,5019714.0,4.41,-1392649.0,-1.22,-9261154.0,-8.14,5634089.0,4.95
2463,300266,兴源环境,1.7,0.59,0.01,66298.0,11310032.0,3.55,1.73,1.67,1.69,1.69,1.22,0.43,-20.73,86.48,2641472434.0,2640169894.0,-0.58,-0.58,-30.89,-33.85,211787.0,1.87,0.0,0.0,211787.0,1.87,-768076.0,-6.79,556289.0,4.92
2464,688600,皖仪科技,22.32,0.59,0.13,4850.0,10900098.0,3.52,22.83,22.05,22.19,22.19,0.51,0.36,61.29,3.86,3006693497.0,3006693497.0,0.9,0.95,-20.63,-10.22,601712.0,5.49,0.0,0.0,601712.0,5.49,-825464.0,-7.53,223752.0,2.04
2465,603102,百合股份,30.9,0.59,0.18,1778.0,5487059.0,1.6,31.1,30.61,30.95,30.72,0.73,0.28,17.11,1.18,1977600000.0,1977600000.0,0.03,-0.19,-23.1,-28.09,0.0,0.0,0.0,0.0,0.0,0.0,-336339.0,-6.07,336339.0,6.07
2466,603101,汇嘉时代,6.86,0.59,0.04,39353.0,26808285.0,3.08,6.92,6.71,6.8,6.82,1.37,0.84,12.52,2.25,3226944000.0,3226944000.0,0.29,0.29,-34.23,-28.24,-939244.0,-3.48,-540124.0,-2.0,-399120.0,-1.48,-963636.0,-3.57,1902881.0,7.06
2467,300605,恒锋信息,8.49,0.59,0.05,25463.0,21683744.0,3.79,8.63,8.31,8.31,8.44,1.31,2.01,-25.4,3.21,1402073621.0,1072991246.0,0.24,0.24,-38.7,-45.75,-70742.0,-0.33,0.0,0.0,-70742.0,-0.33,-106018.0,-0.49,176760.0,0.81
2469,002086,东方海洋,1.71,0.59,0.01,121312.0,20736186.1,2.35,1.73,1.69,1.69,1.7,1.16,0.77,-74.32,2.64,3349798515.0,2703997584.0,-0.58,0.0,-11.86,-25.97,1715757.0,8.27,0.0,0.0,1715757.0,8.27,-813014.0,-3.92,-902743.0,-4.35
2470,300109,新开源,13.74,0.59,0.08,18581.0,25435625.56,1.76,13.8,13.56,13.65,13.66,0.79,0.36,30.6,2.2,7926008667.0,7110526078.0,0.22,0.22,-13.8,-1.22,812457.0,3.19,0.0,0.0,812457.0,3.19,117959.0,0.46,-930415.0,-3.66
2472,601326,秦港股份,3.4,0.59,0.02,111889.0,37907870.0,1.78,3.42,3.36,3.38,3.38,1.26,0.24,11.1,0.95,18997200800.0,16175700600.0,0.29,0.29,0.0,0.59,-4040192.0,-10.61,0.0,0.0,-4040192.0,-10.61,-3177549.0,-8.34,7217741.0,18.95
2473,002823,凯中精密,11.97,0.59,0.07,15907.0,19007217.4,1.76,12.04,11.83,11.99,11.9,0.9,0.73,18.79,1.94,3930576320.0,2620097224.0,-0.08,0.08,-23.9,-24.34,98493.0,0.52,0.0,0.0,98493.0,0.52,-1070785.0,-5.63,972292.0,5.11
2475,002524,光正眼科,3.4,0.59,0.02,73904.0,25282636.0,3.55,3.48,3.36,3.38,3.38,1.36,1.45,-114.21,19.03,1752127352.0,1736545152.0,0.0,0.29,-18.07,-17.48,1246726.0,4.93,-536946.0,-2.12,1783672.0,7.05,-1129841.0,-4.47,-116885.0,-0.46
2476,000553,安道麦A,5.12,0.59,0.03,40896.0,20835804.0,1.96,5.14,5.04,5.07,5.09,1.17,0.19,5.24,0.67,11928636242.0,11146608440.0,0.0,0.0,-17.15,-6.57,-3745423.0,-17.86,-1795375.0,-8.56,-1950048.0,-9.3,227097.0,1.08,3518326.0,16.78
2477,600109,国金证券,8.56,0.59,0.05,94435.0,80736767.0,1.53,8.6,8.47,8.5,8.51,0.97,0.25,11.45,0.89,31717923630.0,31717923630.0,0.0,0.0,-0.12,-7.16,-3093759.0,-3.82,-1735095.0,-2.14,-1358664.0,-1.68,54800.0,0.07,3038959.0,3.75
2479,002116,中国海诚,6.86,0.59,0.04,13231.0,9060793.56,1.91,6.89,6.76,6.82,6.82,1.33,0.24,23.28,1.41,3834416606.0,3765743931.0,0.0,-0.15,-13.38,-18.14,346819.0,3.83,0.0,0.0,346819.0,3.83,-578424.0,-6.38,231605.0,2.56
2480,301048,金鹰重工,8.49,0.59,0.05,11906.0,10097843.0,1.66,8.55,8.41,8.44,8.44,0.97,0.22,24.01,1.61,4528000566.0,4528000566.0,-0.12,-0.12,-18.52,-24.8,-18981.0,-0.19,0.0,0.0,-18981.0,-0.19,-254317.0,-2.5,273298.0,2.69
2481,300711,广哈通信,13.96,0.58,0.08,10795.0,15102583.0,2.09,14.08,13.79,13.89,13.88,1.04,0.43,-117.96,2.64,3914853503.0,3468022688.0,-0.14,0.22,-41.59,-39.36,-670473.0,-4.44,0.0,0.0,-670473.0,-4.44,-2350825.0,-15.57,3021298.0,20.01
2482,603978,深圳新星,17.42,0.58,0.1,33581.0,58647650.0,3.93,17.7,17.02,17.24,17.32,1.08,1.59,50.96,2.22,3677262689.0,3677262689.0,0.11,0.0,-31.66,-38.31,303934.0,0.52,-926725.0,-1.57,1230659.0,2.09,457268.0,0.78,-761202.0,-1.29
2483,002281,光迅科技,193.02,0.58,1.12,217516.0,4278736971.71,6.25,202.0,190.0,196.12,191.9,1.49,2.79,166.5,11.55,159791382711.0,150547908539.0,-0.76,-1.02,49.98,175.94,-13369984.0,-0.31,-51505104.0,-1.2,38135120.0,0.89,18916672.0,0.44,-5546688.0,-0.13
2484,300319,麦捷科技,15.72,0.58,0.09,479405.0,772310975.14,6.4,16.62,15.62,15.76,15.63,1.8,5.63,73.99,2.89,13952888453.0,13381967858.0,-0.51,-0.06,33.45,35.75,-5820233.0,-0.75,8379455.0,1.08,-14199688.0,-1.83,14691958.0,1.89,-8871728.0,-1.14
2485,000952,广济药业,5.17,0.58,0.03,47802.0,24738760.2,3.5,5.27,5.09,5.15,5.14,1.55,1.39,-14.05,2.85,1778479685.0,1778451746.0,0.0,-0.19,-22.6,-26.46,-750013.0,-3.02,0.0,0.0,-750013.0,-3.02,-792448.0,-3.19,1542460.0,6.22
2487,002140,东华科技,8.68,0.58,0.05,25203.0,21839474.0,2.09,8.74,8.56,8.61,8.63,1.32,0.36,10.79,1.29,6145560409.0,6136750235.0,-0.12,-0.12,-29.03,-21.52,632755.0,2.9,0.0,0.0,632755.0,2.9,-1906854.0,-8.72,1274099.0,5.83
2488,603506,南都物业,8.74,0.58,0.05,11616.0,10152790.0,3.11,8.88,8.61,8.68,8.69,0.94,0.62,8.6,1.37,1641177788.0,1641177788.0,0.34,0.34,-27.95,-31.98,483526.0,4.74,1013550.0,9.93,-530024.0,-5.19,317332.0,3.11,-800858.0,-7.85
2489,301175,中科环保,5.17,0.58,0.03,70318.0,36290627.48,1.56,5.19,5.11,5.13,5.14,1.14,1.13,22.12,2.08,7609619600.0,3215119600.0,0.0,-0.19,-15.38,-11.02,-1245627.0,-3.42,-3102000.0,-8.52,1856373.0,5.1,78185.0,0.21,1167442.0,3.21
2491,600990,四创电子,15.49,0.58,0.09,7904.0,12212177.0,2.47,15.58,15.2,15.25,15.4,0.64,0.29,-18.31,2.71,4198585117.0,4167006661.0,0.32,0.26,-32.42,-51.06,-303246.0,-2.48,0.0,0.0,-303246.0,-2.48,-257287.0,-2.1,560533.0,4.58
2493,000045,深纺织Ａ,8.72,0.58,0.05,16432.0,14357406.0,2.42,8.81,8.6,8.65,8.67,0.93,0.36,49.72,1.48,4416870523.0,3985230523.0,-0.11,-0.23,-26.29,-28.35,800.0,0.01,0.0,0.0,800.0,0.01,-1675087.0,-11.65,1674287.0,11.65
2494,600188,兖矿能源,22.49,0.58,0.13,374981.0,827336740.0,4.43,22.57,21.58,21.73,22.36,1.96,0.63,14.27,3.03,225728801930.0,134070806930.0,0.63,0.49,8.75,71.03,8580491.0,1.03,7954261.0,0.95,626230.0,0.08,-18863888.0,-2.26,10269902.0,1.23
2495,603004,鼎龙科技,17.38,0.58,0.1,12326.0,21483669.0,2.37,17.62,17.21,17.36,17.28,1.1,2.09,35.63,2.02,4093337600.0,1023334400.0,0.17,0.4,-16.76,-25.31,427530.0,1.97,-259016.0,-1.2,686546.0,3.17,-292929.0,-1.35,-134601.0,-0.62
2496,300284,苏交科,5.21,0.58,0.03,40676.0,21190751.23,1.74,5.25,5.16,5.18,5.18,0.91,0.35,40.0,0.8,6579332703.0,6136253551.0,-0.19,0.0,-19.35,-33.29,148296.0,0.7,1070532.0,5.05,-922236.0,-4.35,-2056446.0,-9.7,1908150.0,9.0
2497,600327,大东方,3.47,0.58,0.02,46069.0,15950102.0,2.32,3.5,3.42,3.49,3.45,1.05,0.52,42.32,1.09,3070184927.0,3070184927.0,-0.29,0.29,-6.72,-29.9,804977.0,5.01,0.0,0.0,804977.0,5.01,-364773.0,-2.27,-440204.0,-2.74
2498,688623,双元科技,60.7,0.58,0.35,1658.0,10050718.0,2.5,61.31,59.8,60.0,60.35,0.75,0.47,69.7,2.49,5190585502.0,2156038749.0,0.0,-0.05,-5.79,-5.7,107704.0,1.07,0.0,0.0,107704.0,1.07,327461.0,3.26,-435165.0,-4.33
2499,603661,恒林股份,28.16,0.57,0.16,11193.0,31668142.0,3.11,28.67,27.8,28.05,28.0,1.24,0.8,16.6,1.06,3916127593.0,3916127593.0,-0.25,0.43,-10.09,-12.03,3883734.0,11.67,4172684.0,12.54,-288950.0,-0.87,-1038522.0,-3.12,-2845212.0,-8.55
2500,603173,福斯达,30.06,0.57,0.17,2155.0,6462930.0,1.04,30.16,29.85,30.15,29.89,0.84,0.13,13.0,2.47,4809600000.0,4809600000.0,0.0,0.03,-19.97,-28.45,-268276.0,-4.12,0.0,0.0,-268276.0,-4.12,865315.0,13.3,-597039.0,-9.17
2501,688071,华依科技,35.31,0.57,0.2,18897.0,66347916.0,4.22,35.8,34.32,34.52,35.11,1.39,2.23,554.07,2.96,2993925154.0,2993925154.0,1.55,2.76,8.48,6.45,9559774.0,14.36,13244655.0,19.89,-3684881.0,-5.53,-8094791.0,-12.16,-1464982.0,-2.2
2502,000425,徐工机械,8.83,0.57,0.05,367095.0,319833923.91,2.73,8.85,8.61,8.73,8.78,1.09,0.41,12.57,1.71,103409988265.0,79474903811.0,0.0,-0.11,-7.64,-22.41,-26402666.0,-8.22,16640529.0,5.18,-43043195.0,-13.39,13492681.0,4.2,12909985.0,4.02
2503,002936,郑州银行,1.77,0.57,0.01,351864.0,62117187.44,1.7,1.78,1.75,1.76,1.76,1.04,0.5,3.76,0.35,16093001704.0,12441853727.0,0.57,0.57,-2.21,-8.29,-15176920.0,-23.09,-12721618.0,-19.35,-2455302.0,-3.74,2763574.0,4.2,12413346.0,18.89
2504,000796,凯撒旅业,3.51,0.57,0.02,124364.0,43473287.0,2.58,3.54,3.45,3.49,3.49,1.21,0.93,502.15,6.2,5629299095.0,4670974392.0,-0.28,-0.28,-30.36,-51.25,-5930093.0,-13.64,-945753.0,-2.18,-4984340.0,-11.46,-1070704.0,-2.46,7000797.0,16.1
2505,300476,胜宏科技,241.77,0.57,1.37,148923.0,3663856795.89,3.78,249.8,240.71,247.0,240.4,1.36,1.72,46.1,15.17,237607884239.0,209178181853.0,-0.87,-0.02,-23.39,-15.34,,,,,,,,,,
2506,688032,禾迈股份,76.04,0.57,0.43,6515.0,49468443.0,3.0,76.88,74.61,74.88,75.61,1.65,0.53,-37.93,1.66,9434552362.0,9434552362.0,-0.22,-0.21,-32.5,-24.56,-3900993.0,-7.85,-472639.0,-0.95,-3428354.0,-6.9,-885186.0,-1.78,4786179.0,9.63
2507,002235,安妮股份,7.1,0.57,0.04,126281.0,89460350.0,4.82,7.22,6.88,7.03,7.06,1.03,2.28,-1409.51,5.64,4114963216.0,3930405944.0,0.14,-0.42,-24.71,-31.33,7932525.0,8.87,3901083.0,4.36,4031442.0,4.51,339578.0,0.38,-8272103.0,-9.25
2508,603877,太平鸟,12.4,0.57,0.07,3676.0,4564759.0,2.03,12.53,12.28,12.28,12.33,0.56,0.08,10.69,1.32,5841339114.0,5819612144.0,0.08,0.24,-11.62,-12.86,-224460.0,-4.88,0.0,0.0,-224460.0,-4.88,-210550.0,-4.58,433769.0,9.43
2509,000906,浙商中拓,5.32,0.57,0.03,24732.0,13098991.01,1.13,5.32,5.26,5.28,5.29,1.03,0.35,5.05,0.78,3775408112.0,3730595544.0,0.0,0.19,-14.61,-8.12,-2470893.0,-18.86,0.0,0.0,-2470893.0,-18.86,1872623.0,14.29,598270.0,4.57
2510,300190,维尔利,3.52,0.57,0.02,43557.0,15324620.2,2.0,3.55,3.48,3.5,3.5,1.08,0.46,132.48,1.08,3337273456.0,3323730580.0,0.0,0.28,-12.44,-17.95,1053070.0,6.86,0.0,0.0,1053070.0,6.86,-2574030.0,-16.77,1520959.0,9.91
2512,300652,雷迪克,26.28,0.57,0.15,18975.0,49741435.2,3.48,26.75,25.84,26.5,26.13,1.58,1.58,32.73,2.29,3505504232.0,3146187122.0,-0.15,0.23,-36.93,-52.01,21481.0,0.04,1507872.0,3.02,-1486391.0,-2.97,3233924.0,6.47,-3255405.0,-6.51
2513,300155,安居宝,3.62,0.56,0.02,26209.0,9533202.66,3.06,3.69,3.58,3.6,3.6,0.92,0.8,-59.62,1.7,2031644433.0,1192584257.0,-0.28,0.28,-22.15,-44.9,-866012.0,-9.08,0.0,0.0,-866012.0,-9.08,580680.0,6.09,285332.0,2.99
2514,688128,中国电研,21.48,0.56,0.12,6601.0,14123232.0,1.64,21.56,21.21,21.21,21.36,0.79,0.16,16.22,2.49,8688660000.0,8688660000.0,0.05,0.42,-15.93,-24.71,-913014.0,-6.4,0.0,0.0,-913014.0,-6.4,647765.0,4.54,265250.0,1.86
2515,600864,哈投股份,5.36,0.56,0.03,95938.0,51323270.0,1.5,5.38,5.3,5.32,5.33,1.0,0.46,35.08,0.87,11151857987.0,11151857987.0,0.0,0.19,-24.29,-19.16,821911.0,1.6,8043263.0,15.63,-7221352.0,-14.03,-2984061.0,-5.8,2162151.0,4.2
2516,000718,苏宁环球,1.81,0.56,0.01,77468.0,13975408.79,2.22,1.82,1.78,1.79,1.8,1.15,0.34,276.09,0.6,5492691855.0,4130111887.0,0.56,0.0,-12.56,-20.96,842818.0,6.02,2891498.0,20.67,-2048680.0,-14.64,-1582196.0,-11.31,739377.0,5.28
